X,Y,OBJECTID,EPAID,SITENAME,SITEADDR,SITECITY,SITECOUNTY,LATITUDE,LONGITUDE,source,GEOLOC_COD,STATUS,PRO_CONTAC,PHONE,EMAIL,NFA_RESTRI,Update_Dat,Doc_Link
-77.908284,36.451943,3278,NONCD0000339,Littleton Dump,Hackett Street,LITTLETON,Halifax,36.451943,-77.908284,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000339*%22}
-79.143224,34.9533870000001,3279,NONCD0000363,Clyde Leach Dump,Aspen Loop,Arabia,Hoke,34.953387,-79.143224,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000363*%22}
-80.840312,35.2556080000001,3280,NONCD0000806,Double Oaks Landfill,Double Oaks Rd,Charlotte,MECKLENBURG,35.255608,-80.840312,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000806*%22}
-78.1007,35.938449,3281,NONCD0000452,Spring Hope Dump,"NC 581, CP&L pole ZWH214",SPRING HOPE,Nash,35.938449,-78.1007,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000452*%22}
-77.967569,34.276576,3282,NCD980503056,Flemington LF,205 Sutton Steam Plant Road,Wilmington,New Hanover,34.276576,-77.967569,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD980503056*%22}
-82.126097,35.2398440000001,3283,NONCD0001056,Little Mountain LDFL,SR 1522 - Little Mt. Rd.,Columbus,Polk,35.239844,-82.126097,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0001056*%22}
-80.6283349999999,35.5104180000001,3284,NCD003162666,Cannon Mills Landfill,614 8th street,Kannapolis,Rowan,35.510418,-80.628335,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD003162666*%22}
-82.191404,35.407202,3285,NONCD0000552,Lake Lure Dump,Island Creek Rd.,Lake Lure,Rutherford,35.407202,-82.191404,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000552*%22}
-81.778635,35.262396,3286,NONCD0000544,Cliffside Mill Dump,Pea Ridge Rd. (SR 1960),Mooresboro,Rutherford,35.262396,-81.778635,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000544*%22}
-82.7548409999999,35.210875,3287,NONCD0000208,Brevard Dump,Illahee Point (SR 1124),Brevard,Transylvania,35.210875,-82.754841,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000208*%22}
-78.417223,36.3563500000001,3288,NONCD0001001,CLOSED CITY OF HENDERSON LDFL,NC 39,HENDERSON,Vance,36.35635,-78.417223,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0001001*%22}
-78.623476,35.7977760000001,3289,NONCD0000686,OLD RALEIGH LF #3,1408 BROOKSIDE RD,RALEIGH,WAKE,35.797776,-78.623476,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000686*%22}
-78.830238,35.83025,3290,NONCD0000696,WALTON'S SANITATION SERVICE DUMP,580 CHURCH ST,MORRISVILLE,WAKE,35.83025,-78.830238,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000696*%22}
-78.7240609999999,35.7986720000001,3291,NONCD0000607,NC Dept. of Agriculture LF,SR 1656/Trinity Rd.,Raleigh,Wake,35.798672,-78.724061,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000607*%22}
-80.9048339999999,36.1249700000001,3292,NCD981477318,Somers Road Dump,2646 Somers Road,Hamptonville,WILKES,36.12497,-80.904834,ESRI AGOL BASE MAP,31,No Further Action,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD981477318*%22}
-79.534845,36.0929390000001,3293,NONCD0000819,Gibsonville Properties,Alamance Street at Meadow Street,Gibsonville,ALAMANCE,36.092939,-79.534845,ESRI AGOL BASE MAP,31,No Further Action,Zi-qiang Chen,919-508-7144,zi-qiang.chen@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000819*%22}
-78.464279,36.089548,3294,NONCD0000310,Franklinton Dump,Parkers Way,FRANKLINTON,Franklin,36.089548,-78.464279,ESRI AGOL BASE MAP,31,No Further Action,Zi-qiang Chen,919-508-7144,zi-qiang.chen@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000310*%22}
-79.084279,34.685233,3295,NONCD0000712,City of Lumberton LDFL,Odum Road (SR 1526),Lumberton,Robeson,34.685233,-79.084279,ESRI AGOL BASE MAP,31,No Further Action,Zi-qiang Chen,919-508-7144,zi-qiang.chen@ncdenr.gov,TRUE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000712*%22}
-79.38604455,36.0844088100001,3296,NONCD0000722,HANOVER RD LDFL,HANOVER RD,BURLINGTON,ALAMANCE,36.08440881,-79.38604455,,12,Investigation,Analee Thornburg,919-707-8227,analee.thornburg@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000722*%22}
-79.056611,35.044046,3297,NCD980502900,Cumberland County/Cliffdale LF,7583 Lowell Harris Road,Fayetteville,Cumberland,35.044046,-79.056611,ESRI AGOL BASE MAP,31,Investigation,Analee Thornburg,919-707-8227,analee.thornburg@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD980502900*%22}
-80.887301,35.1652250000001,3298,NONCD0001065,OLD CHARLOTTE LDFL/ VANGUARD CENTER,77 CENTER,CHARLOTTE,MECKLENBURG,35.165225,-80.887301,ESRI AGOL BASE MAP,31,Investigation,Analee Thornburg,919-707-8227,analee.thornburg@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0001065*%22}
-79.41286,35.171254,3299,NONCD0000762,Southern Pines Dump,West Morganton Rd.,Southern Pines,Moore,35.171254,-79.41286,GOOGLE MAPS,31,Investigation,Analee Thornburg,919-707-8227,analee.thornburg@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000762*%22}
-77.65296361,36.5267462900001,3300,NONCD0000475,Gaston Refuse Disposal,Porch Drive (SR 1219),Gaston,Northampton,36.52674629,-77.65296361,,12,Investigation,Analee Thornburg,919-707-8227,analee.thornburg@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000475*%22}
-77.95835364,34.55432453,3301,NONCD0000490,Burgaw Dump,Piney Woods Rd. (SR 1216),Burgaw,Pender,34.55432453,-77.95835364,,12,Investigation,Analee Thornburg,919-707-8227,analee.thornburg@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000490*%22}
-78.11384,34.1445430000001,3302,NONCD0000151,Winnabow Landfill,5719 BELMONT ROAD NE,WINNABOW,Brunswick,34.144543,-78.11384,ESRI AGOL BASE MAP,31,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000151*%22}
-82.3871313399999,35.5978322600001,3303,NCD980557987,Swannanoa Landfill,Mountain Ridge Rd.,Swannanoa,Buncombe,35.59783226,-82.38713134,,12,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD980557987*%22}
-82.527591,35.452616,3304,NCD980557953,Fishburne Landfill,39 Bradley Branch Rd.,Arden,Buncombe,35.452616,-82.527591,ESRI AGOL BASE MAP,31,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD980557953*%22}
-82.385706,35.6007270000001,3305,NCD008839276,"Money-Worth, Inc.",US 70 East,Swannanoa,BUNCOMBE,35.600727,-82.385706,ESRI AGOL BASE MAP,31,Remediation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD008839276*%22}
-80.55758922,35.40027338,3306,NONCD0000802,Les Myers Park,338 lawndale Avenue Extension,Concord,CABARRUS,35.40027338,-80.55758922,,12,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000802*%22}
-80.68063731,35.35287534,3307,NONCD0000182,Charlotte Motor Speedway LF#1,Lowes Motor Speedway,Concord,Cabarrus,35.35287534,-80.68063731,,12,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000182*%22}
-75.684818,35.900657,3308,NONCD0000270,Manteo Dump,Sir Walter Raleigh Street,MANTEO,Dare,35.900657,-75.684818,ESRI AGOL BASE MAP,31,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000270*%22}
-75.67705599,35.8988768200001,3309,NONCD0000272,Dare County Dump,138 S. California Lane,MANTEO,Dare,35.89887682,-75.67705599,,12,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000272*%22}
-78.85031338,35.9458609700001,3310,NONCD0000289,Durham County Landfill,1245 WREN RD,Oak Grove Township,Durham,35.94586097,-78.85031338,,12,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000289*%22}
-81.1855629999999,35.2814920000001,3311,NONCD0000766,sims legion park LF,Marietta St,gastonia,GASTON,35.281492,-81.185563,ESRI AGOL BASE MAP,31,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000766*%22}
-79.76126756,36.0692198,3312,NONCD0000244,Bingham Park,400 Bingham St,Greensboro,GUILFORD,36.0692198,-79.76126756,,12,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000244*%22}
-80.82641466,35.5976791800001,3313,NONCD0000376,Mooresville Dump,439 Rinehardt Rd,MOORESVILLE,Iredell,35.59767918,-80.82641466,,12,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000376*%22}
-80.8302619999999,35.2684150000001,3314,NCD000605097,Statesville Rd. LF,3200 Northerly Rd.,Charlotte,Mecklenburg,35.268415,-80.830262,ESRI AGOL BASE MAP,31,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD000605097*%22}
-77.92905417,34.25417824,3315,NONCD0000695,Burnt Mill Creek LF,Stanley St.,Wilmington,New Hanover,34.25417824,-77.92905417,,12,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000695*%22}
-80.514621,34.9928600000001,3316,NONCD0000599,Monroe Landfill,Richardson St.,Monroe,Union,34.99286,-80.514621,,31,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000599*%22}
-78.8106491299999,35.64588522,3317,NONCD0000605,Holly Springs Dump,BASS LAKE RD,HOLLY SPRINGS,Wake,35.64588522,-78.81064913,,12,Remediation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000605*%22}
-78.47269019,35.7899115000001,3318,NONCD0000603,Knightdale Dump,Robertson,KNIGHTDALE,Wake,35.7899115,-78.47269019,,12,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000603*%22}
-77.9000109999999,35.734295,3319,NONCD0000674,City of Wilson Landfill-1,105 Goldsboro St. NE,Wilson,Wilson,35.734295,-77.900011,ESRI AGOL BASE MAP,31,Investigation,Brian Wright,919-508-7126,brian.wright@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000674*%22}
-81.43011775,35.69290562,3320,NONCD0000171,Henry River Comm. Dump,4300 Henery River Rd,Hildebran,Burke,35.69290562,-81.43011775,,12,Investigation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000171*%22}
-81.42499269,35.81700762,3321,NONCD0000770,Dudley Shoals ldfl 2,621 Dudley Shoals,DUDLEY SHOALS,CALDWELL,35.81700762,-81.42499269,,12,Investigation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000770*%22}
-81.28067971,35.70436384,3322,NONCD0000793,Sweetwater Road Dump,15th Ave. SE,Hickory,Catawba,35.70436384,-81.28067971,,12,Investigation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000793*%22}
-75.540679,35.2663600000001,3323,NCD981750425,Buxton Dump,47646 Buxton Back Road,Buxton,Dare,35.26636,-75.540679,ESRI AGOL BASE MAP,31,Investigation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD981750425*%22}
-78.7626749999999,35.5344180000001,3324,NONCD0000349,Angier Refuse Dump,2200 Rawls Church Road (SR 1415),ANGIER,Harnett,35.534418,-78.762675,ESRI AGOL BASE MAP,31,Remediation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000349*%22}
-82.45923093,35.32926867,3325,NONCD0000798,Mud Creek Dump,Lincoln Circle,Hendersonville,Henderson,35.32926867,-82.45923093,,12,Investigation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000798*%22}
-80.79950007,35.9555489300001,3326,NONCD0000370,Harmony Refuse Disposal,Tomlin Rd,HARMONY,Iredell,35.95554893,-80.79950007,,12,Investigation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000370*%22}
-81.0031454799999,35.5107945600001,3327,NONCD0000408,Denver Landfill,2585 North Hwy. 16,Denver,Lincoln,35.51079456,-81.00314548,,12,Investigation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000408*%22}
-79.67313511,36.37624564,3328,NONCD0000537,Reidsville Landfill,Goldwater Trail,Reidsville,Rockingham,36.37624564,-79.67313511,,12,Investigation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000537*%22}
-80.59026204,35.57263712,3329,NONCD0000540,China Grove Dump,Kirk Street,China Grove,Rowan,35.57263712,-80.59026204,,12,Investigation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000540*%22}
-82.69119696,35.24857489,3330,NONCD0000591,Davidson River Dump,Poplar Lane,Pisgah Forest,Transylvania,35.24857489,-82.69119696,,12,Investigation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000591*%22}
-80.76544752,34.90762269,3331,NONCD0000598,Waxhaw Dump,8625 Richardson-King Rd.,Waxhaw,Union,34.90762269,-80.76544752,,12,Investigation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000598*%22}
-78.6627512599999,35.79960828,3332,NONCD0000688,OLD RALEIGH LF #5,2405 WADE AVE,RALEIGH,WAKE,35.79960828,-78.66275126,,12,Remediation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000688*%22}
-78.5995,36.0216,3333,NONCD0000812,Mangum Estates,Ledbury Way,Wake Forest,WAKE,36.0216,-78.5995,,99,Remediation,Jason Kam,919-707-8346,jason.kam@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000812*%22}
