Responsible Company,Latitude,Longitude,State,Water Reached?,Total
(blank),31.592061,-84.1251105, GA,Yes,0
(blank),32.6838838,-117.1166752, CA,Yes,0
(blank),32.69267579,-117.1426791, CA,Yes,0
(blank),32.71568,-117.16171, CA,Yes,0
(blank),32.71568,-117.16171, CA,Unknown,0
(blank),32.72054345,-97.03237757, TX,Yes,0
(blank),32.72615478,-117.2199889, CA,Yes,0
(blank),32.73075528,-85.83296411, AL,Yes,0
(blank),32.75095,-97.33086, TX,Yes,0
(blank),32.860773,-79.9631595, SC,Yes,0
(blank),32.907924,-96.66557896, TX,Unknown,0
(blank),32.92885,-97.04904, TX,Yes,0
(blank),33.32591782,-111.9419222, AZ,Yes,0
(blank),33.42222222,-112.1694444, AZ,Unknown,0
(blank),33.42222222,-112.1694444,,Yes,0
(blank),33.42551,-111.93724, AZ,Yes,0
(blank),33.4620163,-117.6979613, CA,Yes,0
(blank),33.47617475,-87.29746764, AL,Yes,0
(blank),33.57150924,-86.75244871, AL,No,0
(blank),33.67893,-118.00157, CA,Yes,0
(blank),33.7386644,-118.0982579, CA,Yes,0
(blank),33.76605343,-118.2094535, CA,No,0
(blank),33.76605343,-118.2094535,,Unknown,0
(blank),33.767343,-118.1168685, CA,Unknown,0
(blank),33.77537946,-118.168587, CA,No,0
(blank),33.88869251,-118.2018195, CA,Yes,0
(blank),33.91083052,-118.303965, CA,Yes,0
(blank),34.02602124,-118.2515065, CA,Yes,0
(blank),34.100703,-117.247084, CA,Yes,0
(blank),34.14123725,-84.01913572, GA,Yes,0
(blank),34.19837014,-118.3371338, CA,Yes,0
(blank),34.84237381,-86.929857, AL,Unknown,0
(blank),34.84994,-87.5713, AL,Yes,0
(blank),34.88514665,-76.33371571,NC,Yes,0
(blank),35.130402,-80.9199495,NC,Unknown,0
(blank),35.196831,-80.9569215,NC,No,0
(blank),35.25675436,-81.04224625,NC,Yes,0
(blank),35.27294267,-120.6561516, CA,Yes,0
(blank),35.36066,-86.8402, TN,Yes,0
(blank),35.432649,-80.948475,NC,Yes,0
(blank),35.605917,-84.2542425, TN,Yes,0
(blank),36.127215,-86.6802195, TN,No,0
(blank),36.73114,-76.58837, VA,Yes,0
(blank),36.7360129,-119.6952799, CA,Yes,0
(blank),36.75531,-76.05968, VA,Yes,0
(blank),36.80191619,-76.0049278, VA,Yes,0
(blank),36.83300676,-76.20499994, VA,Yes,0
(blank),36.83727978,-75.98588291, VA,Yes,0
(blank),36.83781129,-76.28904497, VA,Yes,0
(blank),36.84686,-76.28514, VA,No,0
(blank),36.84686,-76.28514,,Yes,0
(blank),36.872523,-76.2740595, VA,Yes,0
(blank),36.93083972,-76.21250284, VA,Yes,0
(blank),36.94534,-76.30571, VA,Yes,0
(blank),36.94673341,-76.32746501, VA,Yes,0
(blank),36.94786158,-76.30932948, VA,Yes,0
(blank),36.947979,-76.3061085, VA,Yes,0
(blank),36.9492624,-76.30520993, VA,Yes,0
(blank),36.95246846,-76.32761087, VA,Yes,0
(blank),37.0114495,-76.34698237, VA,Yes,0
(blank),37.074906,-76.36482, VA,Yes,0
(blank),37.17021368,-76.57263688, VA,No,0
(blank),37.27995922,-79.92338354, VA,Yes,0
(blank),37.38616,-82.54617, KY,Yes,0
(blank),37.49483837,-76.29927881, VA,Yes,0
(blank),37.52777778,-122.0955556, CA,Yes,0
(blank),37.54068,-77.43367, VA,Yes,0
(blank),37.71048321,-122.0968362, CA,Yes,0
(blank),37.73553294,-122.1754572, CA,Yes,0
(blank),37.96708337,-122.2954641, CA,Yes,0
(blank),38.01246725,-121.8495922, CA,Yes,0
(blank),38.03474025,-121.6243169, CA,Yes,0
(blank),38.16214,-121.61021, CA,Yes,0
(blank),38.20329939,-79.00601155, VA,Unknown,0
(blank),38.20329939,-79.00601155,,Yes,0
(blank),38.30854713,-122.2813441, CA,Yes,0
(blank),38.329812,-85.631154, KY,Yes,0
(blank),38.3338404,-76.47344043, MD,No,0
(blank),38.68838,-77.13524, VA,Yes,0
(blank),38.68924466,-85.14661449, KY,Yes,0
(blank),38.70205,-77.11724, VA,Yes,0
(blank),38.723427,-77.0200065, MD,Yes,0
(blank),38.9667645,-76.48387889, MD,Yes,0
(blank),39.23583333,-76.50361111, MD,Unknown,0
(blank),39.23583333,-76.50361111,,Yes,0
(blank),39.23840027,-76.58713676, MD,Yes,0
(blank),39.30923,-74.98258, NJ,Yes,0
(blank),39.33768,-85.4849, IN,Yes,0
(blank),39.39737682,-84.22105021, OH,No,0
(blank),39.55242864,-76.11458668, MD,Yes,0
(blank),39.72508607,-75.53639184, DE,Unknown,0
(blank),39.725793,-105.0745815, CO,Yes,0
(blank),39.91727,-74.20669, NJ,Yes,0
(blank),39.924423,-75.2157675, PA,Yes,0
(blank),40.1834233,-75.13068029, PA,Yes,0
(blank),40.44284839,-80.02468266, PA,Yes,0
(blank),40.45111111,-73.84111111, NJ,Yes,0
(blank),40.542741,-74.246238, NY,Yes,0
(blank),40.66521,-73.807265, NY,Yes,0
(blank),40.6687,-74.11751, NJ,Yes,0
(blank),40.78369038,-111.9833686, UT,Yes,0
(blank),40.807206,-72.715986, NY,Yes,0
(blank),40.85339,-73.97428, NJ,Yes,0
(blank),41.03842817,-73.54900191, CT,Yes,0
(blank),41.06876087,-73.54846852, CT,Yes,0
(blank),41.111,-74.09957, NY,Yes,0
(blank),41.12271291,-73.37049459, CT,Yes,0
(blank),41.16366121,-73.12827215, CT,No,0
(blank),41.203566,-73.113975, CT,Yes,0
(blank),41.259402,-72.98766, CT,Yes,0
(blank),41.2885857,-72.66376186, CT,Unknown,0
(blank),41.289966,-72.905544, CT,Yes,0
(blank),41.92861,-72.62739, CT,Yes,0
(blank),42.22477453,-83.48168668, MI,Yes,0
(blank),42.30486836,-83.74451079, MI,Yes,0
(blank),42.345027,-71.0279595, MA,No,0
(blank),42.347435,-71.04437, MA,Yes,0
(blank),42.35165416,-83.05380946, MI,Yes,0
(blank),42.359094,-87.825393, IL,Unknown,0
(blank),42.93708398,-75.61070145, NY,Unknown,0
(blank),43.63722,-70.2864045, ME,Yes,0
(blank),44.291502,-121.472928, OR,No,0
(blank),44.9469585,-93.0894345, MN,Yes,0
(blank),45.09908363,-87.62104433, WI,Yes,0
(blank),45.565074,-122.7202462, OR,Yes,0
(blank),45.63751307,-84.48173297, MI,No,0
(blank),45.63751307,-84.48173297,,Yes,0
(blank),45.64636063,-122.6086975, WA,Yes,0
(blank),45.71097477,-122.6529878, WA,Yes,0
(blank),47.13861111,-122.6311111, WA,No,0
(blank),47.51687233,-122.1764783, WA,Yes,0
(blank),47.53941036,-122.3254357, WA,Yes,0
(blank),47.57150645,-122.346432, WA,Yes,0
(blank),47.58760438,-122.1783797, WA,Unknown,0
(blank),47.63299936,-122.3804942, WA,Yes,0
(blank),47.655756,-122.3784653, WA,Yes,0
(blank),47.91335477,-122.2685797, WA,Yes,0
(blank),48.001194,-122.2176025, WA,Yes,0
(blank),48.105855,-123.4007753, WA,Yes,0
(blank),55.35188479,-131.6831163, AK,Unknown,0
(blank),55.35188479,-131.6831163,,Yes,0
(blank),57.77675782,-152.4523901, AK,No,0
(blank),(blank),(blank), CA,Yes,0
(blank),(blank),(blank), FL,Yes,0
(blank),(blank),(blank), HI,No,0
(blank),(blank),(blank),,Yes,0
(blank),(blank),(blank), KY,Yes,0
(blank),(blank),(blank), LA,No,0
(blank),(blank),(blank), MD,Yes,0
(blank),(blank),(blank), NJ,Yes,0
(blank),(blank),(blank), PA,Yes,0
(blank),(blank),(blank), VA,Yes,0
